ID;Ressources;XP
8384;Étoffe Magique de Moon;32.731
2806;Testicules Magiques du Meulou;32.731
33416;Animakina Muldo de Génération 6;32.558
15048;Boule de Panthègros;32.548
15046;Canine de Félygiène;32.548
33433;Potion de Dragofesse;32.528
8792;Coco du Bitouf aérien;32.423
16458;Substrat de Forêt primaire;32.4
9979;Philtre de Longévité;32.16
12734;Potion d'altération;32.1
33386;Kromakina Muldo de Génération 5;32.055
33430;Animakina Volkorne de Génération 7;31.673
33426;Kromakina Dragodinde de Génération 7;31.597
11326;Ulna de Solfataré;31.593
33415;Minuscule Potion de Mangeoire;31.593
11701;Jus d'Écumouth pressé;31.536
2448;Cervelle de Bouftou des Cavernes;31.342
33375;Optimakina Dragodinde de Génération 4;31.214
9949;Pâte à Tra Khben;31.095
8073;Clef du Repaire de Skeunk;30.945
8786;Tresse du Poolay;30.914
33408;Animakina Dragodinde de Génération 6;30.816
7027;Topaze;30.768
14954;Éclat Obscur;30.5
33398;Optimakina Muldo de Génération 5;30.463
33397;Optimakina Volkorne de Génération 5;30.463
33434;Potion de Foudroyeur;30.4
8438;Clef de la Sousouricière du Rat Noir;30.394
17131;Bidoche Tendre;30.296
23966;Poing-virgule de Shinlam;30.267
15478;Culotte de Frakacia;30.0
23970;Apostrophe de Fugokam;30.0
23969;Cédille de Tsunam;30.0
23968;Guillemets de Mabram;30.0
23967;Carapace circonflexe de Rokoram;30.0
23962;Apostrophe d'Imafugo;30.0
23961;Cédille d'Imetsu;30.0
23960;Guillemets d'Imiyama;30.0
23959;Carapace circonflexe d'Imorok;30.0
10031;Teinture Orange Sanguine;29.66
17620;Moustache de Ush;29.659
15039;Poils de Kanigroula;29.659
13168;Ethmoïde du Minotot;29.659
13164;Sphénoïde du Kimbo;29.659
11333;Scorie d'Obsidiantre;29.659
7393;Moustache du Shogun Tofugawa;29.659
12735;Clef de la Bambusaie de Damadrya;29.603
33409;Animakina Volkorne de Génération 6;29.598
8791;Étoffe de Meupette;29.559
12374;Poignée du Gorgouille;29.134
17141;Bidoche Exsudative;29.006
11320;Œil de Vigie Pirate;28.879
9973;Extrémité du Grattoir;28.794
12351;Clef du Repaire de Sphincter Cell;28.771
33431;Potion de Baffeur;28.666
33354;Optimakina Dragodinde de Génération 3;28.638
26316;Pétale de Malter;28.465
8342;Clef de l'Antre de Crocabulia;28.313
7924;Clef du Labyrinthe du Minotoror;27.766
15733;Sablier miniature;27.686
16499;Planche de Salut;27.6
33422;Petite Potion de Dragofesse;27.552
12733;Substrat de Forêt;27.525
8320;Clef de l'antre du Dragon Cochon;27.403
33333;Optimakina Dragodinde de Génération 2;27.239
33385;Kromakina Volkorne de Génération 5;27.168
16926;Sève de Tremble;27.0
11501;Étoile des Neiges;27.0
11500;Poisskaille Givré;27.0
11499;Frostiz soufflé;27.0
8364;Lanière en cuir de Gliglitch;27.0
33405;Kromakina Dragodinde de Génération 6;26.801
33387;Animakina Dragodinde de Génération 5;26.657
8357;Corne de Gliglibido;26.476
17567;Biscuit de chance;26.439
17421;Bidoche Intangible;26.316
8972;Clef du Goulet du Rasboul;26.257
33377;Optimakina Muldo de Génération 4;26.237
33376;Optimakina Volkorne de Génération 4;26.237
33395;Animakina Muldo de Génération 5;26.198
8495;Bourgeon d'Abraknyde Ancestral;26.156
14665;Essence de l'Abraknyde Ancestral;26.061
16925;Sève de Bambou Sacré;26.0
2514;Sabot de Gliglicérin;25.971
2510;Estomac de Gliglidoudur;25.726
28269;Coffre-forge;25.5
7926;Clef de la Bibliothèque du Maître Corbac;25.271
19905;Essence du Mantiscore;25.244
14664;Essence du Wa Wobot;25.244
18385;Cœur du Mantiscore;25.219
8439;Clef du Garde-manger du Rat Blanc;25.087
16924;Sève d'Orme;25.0
16470;Tanche Hantée;25.0
16457;Millet Zime;25.0
16390;Mandragorgonzola;25.0
13365;Galet Saisonnier;25.0
12737;Galet cramoisi;25.0
33365;Kromakina Muldo de Génération 4;24.932
11317;Coquille de Harpirate;24.876
11313;Huile de Fantimonier;24.876
11311;Bouée de Fantomalamère;24.876
11310;Corde du Fancrôme;24.876
15182;Kamatrix;24.846
16498;Planche à Dessin;24.6
33388;Animakina Volkorne de Génération 5;24.444
33384;Kromakina Dragodinde de Génération 5;24.189
33355;Optimakina Volkorne de Génération 3;24.138
33454;Gigantesque Potion de Dragofesse;24.101
17563;Clef du Miausolée du Pounicheur;24.065
16923;Sève de Bambou Sombre;24.0
16468;Morue Barbue;24.0
15170;Défense du Phossile;23.958
12467;Épine Dorsale de Grozilla;23.958
11321;Poil de Ben le Ripate;23.958
8490;Fémur de Sphincter Cell;23.958
2299;Mèche Rebelle d'Hell Mina;23.958
16214;Pilule du Gang;23.811
33356;Optimakina Muldo de Génération 3;23.724
33400;Gigantesque Philtre de Caresseur;23.384
33364;Kromakina Volkorne de Génération 4;22.735
7304;Étoffe de Firefoux;22.639
7225;Artefact Pandawushu Feu;22.639
7306;Pelage aérodynamique;22.635
7223;Artefact Pandawushu Vent;22.635
8784;Talon d'achille de l'Abrakleur sombre;22.302
16922;Sève de Charme;22.0
16455;Maïssého;22.0
16388;Belladonzelle;22.0
1792;Bar Iton;22.0
33374;Animakina Muldo de Génération 4;21.906
21249;Clef du Repaire du Kharnozor;21.81
8776;Coco du Bitouf Sombre;21.784
33335;Optimakina Muldo de Génération 2;21.704
33334;Optimakina Volkorne de Génération 2;21.607
33344;Kromakina Muldo de Génération 3;21.402
7028;Agathe;21.309
8771;Écorce de Floribonde;21.278
15444;Tête de mort;21.22
14560;Clef du Théâtre de Dramak;21.127
8156;Clef de la Tanière du Meulou;21.125
16921;Sève de Kaliptus;21.0
1853;Requin Marché-Libre;21.0
33366;Animakina Dragodinde de Génération 4;20.883
8774;Écorce de Fécorce;20.784
11231;Oreille du Fu Mansot;20.745
14464;Clef du Château du Wa Wabbit;20.688
33412;Minuscule Potion de Dragofesse;20.63
33367;Animakina Volkorne de Génération 4;20.539
33363;Kromakina Dragodinde de Génération 4;20.501
11249;Étoffe de Kaniglou;20.327
8772;Écorce de Brouture;20.3
25179;Groin de Porkzebuth;20.25
25178;Scalp de Bwariok;20.25
25177;Diadème de Belilith;20.25
25176;Spalière de Krâradia;20.25
15719;Griffe de Buboxor;20.25
15718;Œil de Harpille;20.25
15717;Corne de Méjaire;20.25
15716;Serre d'Ikargn;20.25
11280;Plaque d'acier;20.084
7511;Clef du labyrinthe du Dragon Cochon;20.068
33343;Kromakina Volkorne de Génération 3;20.012
16920;Sève d'Ébène;20.0
16466;Glotte;20.0
16386;Ginsengoku;20.0
2035;Chanvre Euphorique;20.0
10070;Tonneau en Bombu;19.95
8773;Écorce de Nerbe;19.827
16212;Substrat de Fourré;19.725
11228;Arête géante du Shamansot;19.654
33457;Gigantesque Potion de Mangeoire;19.607
16497;Planche à Pain;19.5
8775;Écorce de Chiendent;19.365
8142;Clef Secrète du Tofulailler Royal;19.23
11226;Huile de Mamansot;19.15
11246;Œil torve de Fricochère;19.079
33414;Minuscule Potion d'Abreuvoir;19.041
33345;Animakina Dragodinde de Génération 3;19.038
16919;Sève de Noisetier;19.0
1788;Raie de Farle;19.0
33452;Gigantesque Potion de Baffeur;18.982
15278;Clef de la Fabrique de Malléfisk;18.85
21513;Essence de Draegnerys;18.837
14661;Essence de Gourlo le Terrible;18.837
14660;Essence de Nelween;18.837
33353;Animakina Muldo de Génération 3;18.808
33346;Animakina Volkorne de Génération 3;18.808
31655;Squame du Graogarm;18.75
17112;Clef de l'Arbre de Moon;18.741
33455;Gigantesque Potion de Foudroyeur;18.709
8381;Queue Magique de Founoroshi;18.68
21271;Cheveux de Draegnerys;18.646
12075;Fiole de fumée de Nelween;18.646
8995;Étoffe de Gourlo le Terrible;18.646
11232;Plume du Mansot Royal;18.611
8777;Pistil du Tynril;18.611
8401;Écharpe de Hanshi;18.611
8400;Piques à cheveux de Shihan;18.611
19401;Langue de Hacharné;18.409
9571;Weischelcreme Torte;18.253
33410;Minuscule Potion de Baffeur;18.23
17978;Trident de Tryde;18.08
17113;Clef du Bateau du Chouque;18.038
7222;Artefact Pandawushu Eau;17.983
2654;Eau de Kwapa;17.983
20941;Pépite croquée;17.975
18357;Jus de Cacterre;17.975
7305;Poils magiques de Tanuki;17.975
7224;Artefact Pandawushu Roc;17.975
15448;Chouchou de Doublure;17.868
15447;Mèche de bombe de Terristocrate;17.868
15177;Corne de Kamasterisk;17.868
33342;Kromakina Dragodinde de Génération 3;17.858
11240;Dent de Smilomouth;17.828
11242;Défense du Sanglacier;17.828
33323;Kromakina Muldo de Génération 2;17.783
17975;Lanterne de Tourthon;17.609
33322;Kromakina Volkorne de Génération 2;17.503
2247;Plume de Tofu Royal;17.326
33325;Animakina Volkorne de Génération 2;17.276
16179;Clef de l'Antre de la Reine Nyée;17.275
28270;Brochette de Laikteur;17.207
33332;Animakina Muldo de Génération 2;17.151
12728;Ardonite;17.025
16918;Sève de Merisier;17.0
16453;Malt Husse;17.0
16384;Pandouille de Trois;17.0
1803;Chaton-Perche;17.0
11222;Bec du Timansot;16.973
19041;Clef du Chapiteau des Magik Riktus;16.955
31830;Viande de zarbivore juteuse;16.875
31754;Poils de zarbivore;16.875
31671;Langue d'Amphibouc;16.875
31670;Mâchoire de Gropotam;16.875
31669;Groin de Brutapir;16.875
31668;Oreille de Lapilope;16.875
31667;Lampe de Gyrafor;16.875
31630;Daguosseuse de Domptueuse;16.875
31629;Bandeau d'Ébourifauve;16.875
31624;Os Divinatoire de Voracle;16.875
27401;Casque de Statulipe;16.875
27400;Poing de Coquelicogne;16.875
27399;Épine d'Armuguet;16.875
27398;Mousse de Caméliache;16.875
27397;Liane de Soldalia;16.875
26035;Épaule de Maléphisto;16.875
26034;Tentacule de Démoloch;16.875
26033;Corne de Typhomet;16.875
26032;Langue de Diabélial;16.875
26031;Mâchoire de Brutasmodan;16.875
22251;Linothorax;16.875
22250;Fragment d'armure;16.875
22249;Canine tranchante;16.875
22248;Sang coagulé;16.875
22247;Étoffe sanglante;16.875
22224;Manche de Fouet;16.875
22223;Boulet lesté;16.875
22218;Baguette Rythmique;16.875
22217;Capuche d'Armécréante;16.875
22216;Bois de pagaie usée;16.875
22212;Pétale de Gangredogue;16.875
22211;Tentacule de Tentaclaque;16.875
22210;Patte de Nheur'Gueule;16.875
22208;Peau pourrie de Dolid;16.875
22207;Langue de Pistilangue;16.875
22051;Œil de Dawaj;16.875
22050;Capuche de Skentu;16.875
22049;Côtes de Désosseur;16.875
22048;Langue de Krèvladal;16.875
22047;Épaulière de Ferrailleur;16.875
21212;Canine de Cronnibal;16.875
21211;Pagne d'Alashasss;16.875
21210;Poupée de Caïguille;16.875
21209;Bandeau de Voapah;16.875
21208;Langue de Kashkaille;16.875
20912;Diadème de Chocoligarque;16.875
20911;Toque de Cabosseur;16.875
20910;Chaudron de Températurge;16.875
20909;Peau de Torréfactueur;16.875
20908;Mèche de Pralicienne;16.875
19974;Dent de Vatenbière;16.875
19973;Jambière de Kasrok;16.875
19972;Poils de barbe de Barbélier;16.875
19971;Fronde de Boufbos;16.875
19970;Armure de Tanklume;16.875
19410;Bout d'Armure de Macrab;16.875
19409;Aquarakne de Crânonier;16.875
19408;Protection de Funespadon;16.875
19407;Pointe de Lance de Tournoyé;16.875
19406;Chair de Zombruth;16.875
19403;Œil de Halbardent;16.875
19402;Grenade de Moribombe;16.875
19400;Vertèbre de Trépavois;16.875
19399;Dent de Klémort;16.875
19236;Restes d'Esprigné;16.875
19235;Fragment d'Ectorche;16.875
19234;Cendres de Chause;16.875
19232;Pince de Crâme;16.875
19231;Œil de Feutôme;16.875
19073;Nez de Pipisteuse;16.875
19072;Poils de Goultime;16.875
19071;Œil de Gouligane;16.875
19069;Ongle de Goulafre;16.875
18541;Oreille de Griffotep;16.875
18540;Paupière Dorée de Rykaon;16.875
18539;Grenat de Momistik;16.875
18538;Dent de Bandleth;16.875
18537;Fragment de Chakanoubis;16.875
17990;Dent de Tilamproie;16.875
17987;Flûte de Klûtiste;16.875
17986;Œil de Shokkoth;16.875
17985;Patte de Li-Fo;16.875
17984;Tentacule de N'Yalg;16.875
17983;Tentacule de Grofond;16.875
17980;Épine de Diondin;16.875
17979;Moustache de Rilur;16.875
17977;Encre de Poulpée;16.875
17973;Queue de Mantaze;16.875
17972;Écaille de Gambaf;16.875
17971;Pince de Crabe Yoloniste;16.875
17970;Bave de Mol Usk;16.875
17625;Sceau du Roi Joueur;16.875
17624;Ceinture de la Dame;16.875
17623;Gilet du Valet;16.875
17622;Plume du Cavalier;16.875
17621;Pique du Soldat;16.875
15720;Plume de Brabuzar;16.875
15687;Coquille de Virustine;16.875
15686;Antenne de Bacterrib;16.875
15685;Patte de Tabacille;16.875
15684;Œil de Verminocule;16.875
15450;Crâne magique de Magouille;16.875
15449;Épaulière de Bourôliste;16.875
15446;Piège désamorcé de Mâchassin;16.875
15181;Boule en or de Piloztère;16.875
15180;Morceau de clef de Paspartou;16.875
15179;Dent de Lévitrof;16.875
15178;Sourcil de Barbétoal;16.875
14862;Barbe du Cyclophandre;16.875
14860;Cuir d'Eskoglyphe;16.875
14859;Sang de Harpo;16.875
14822;Pic de Pikoleur;16.875
14819;Carapace de Krabouilleur;16.875
14795;Pile Steamer;16.875
13988;Œil de Cycloïde;16.875
13986;Griffe de Strigide;16.875
13984;Plume de Granduk;16.875
13977;Volve de Mérulor;16.875
13975;Astragale de Mécanofoux;16.875
13973;Bec de Mansordide;16.875
13971;Maxillaire de Brikoglours;16.875
13949;Canine de Kanimate;16.875
13945;Bractée de Drosérâle;16.875
13943;Patte de Termystique;16.875
13941;Plume de Dodox;16.875
13939;Canine de Krakal;16.875
13937;Bave de Nessil;16.875
13933;Stapes de Frimar;16.875
13931;Incus de Verglasseur;16.875
13929;Sang de Karkanik;16.875
13927;Incisive de Stalak;16.875
13925;Sang de Ventrublion;16.875
13921;Cuir de Cuirboule;16.875
13919;Cuir d'Empaillé;16.875
13918;Cuir de Peunch;16.875
13915;Cuir de Grodruche;16.875
13913;Œil de Harrogant;16.875
17160;Viande Goûtue;16.825
33324;Animakina Dragodinde de Génération 2;16.776
8804;Braguette du Maître Zoth;16.482
11239;Gland de l'Écumouth;16.477
12744;Substrat de Bosquet;16.275
8808;Étoffe du Roissingue;16.215
33321;Kromakina Dragodinde de Génération 2;16.114
8806;Écusson du Sergent Zoth;16.056
7908;Clef de la Caverne du Koulosse;16.032
16917;Sève de Bambou;16.0
16464;Daurade Royale;16.0
31891;Patte de Kabombz perturbé;15.917
14662;Essence du Craqueleur Légendaire;15.728
8394;Méga Pierre du Craqueleur Légendaire;15.661
8802;Tibia du Guerrier Zoth;15.651
10831;Bananagrume;15.621
15070;Langue de Truchmuche;15.513
8805;Mouchoir de la Gamine Zoth;15.266
15072;Morpion de Truchideur;15.142
33446;Grande Potion de Mangeoire;15.036
17272;Orbe régénérant mineur;15.0
20939;Cœur du Croqueleur;15.0
18383;Picot d'El Piko;15.0
16916;Sève d'If;15.0
16526;Tête de Marteau en Jade;15.0
16462;Anguille Souroche;15.0
16452;Riz Cola;15.0
16383;Edelweiss Marguerite;15.0
15793;Gland de Fouduglen;15.0
15457;Cœur du Capitaine Ekarlatte;15.0
15065;Paire de boules de Haute Truche;15.0
7386;Testicules du Tanukouï San;15.0
2029;Seigle Résistant;15.0
8803;Rotule du Disciple Zoth;14.9
13709;Place de Concert de Diamantine;14.851
13708;Pense-bête de Rubise;14.851
13707;Shampooing au Kaliptus de Saphira;14.851
13706;Journal Intime d'Émeraude;14.851
15074;Glandes de Truchtine;14.779
16496;Planche de Gravure;14.625
33404;Gigantesque Philtre de Mangeoire;14.491
7035;Pyrute;14.475
15076;Bec de Truchon;14.424
7036;Rutile;14.4
396;Huile de Palme;14.373
14479;Cawotte Transgénique;14.327
14926;Masque du Vice;14.077
14925;Masque de la Vivacité;14.077
14924;Masque de la Violence;14.077
14923;Masque de la Vengeance;14.077
14922;Masque du Vide;14.077
16915;Sève d'Oliviolet;14.0
1799;Kralamoure Unique;14.0
11533;Œuf de Gobus;13.931
9935;Corde d'escalade;13.903
18421;Clef du Cimetière des mastodontes;13.87
15904;Carte de Fouduglen;13.846
11530;Pierre du Courtilieur;13.642
33399;Gigantesque Philtre de Baffeur;13.638
12150;Clef du Donjon de Nowel;13.541
16163;Œil de Branche Soignante;13.535
16162;Œil de Branche Invocatrice;13.535
33383;Philtre de Mangeoire;13.469
11696;Cagoule du Kanniboul Ebil;13.416
8398;Étoffe du Wa Wabbit;13.416
14774;Essence du Kanniboul Ebil;13.37
14659;Essence de la Gelée Royale;13.37
14657;Essence du Wa Wabbit;13.37
11135;Queue du Boufmouth légendaire;13.256
34207;Foudroyeur en Bambou;13.251
8800;Étoffe Zoth;13.235
17127;Bidoche Frelatée;13.208
2562;Slip de Troollaraj;13.096
2561;Bracelet de Force de Trooll;13.096
2560;Épaulière de Troolligark;13.096
1694;Laine du Trooll Furieux;13.096
7557;Clef du Domaine Ancestral;13.044
8675;Relique du Kimbo;13.0
8082;Étoffe du Fauchalak;12.878
8076;Boomerang du Maître Koalak;12.878
33382;Philtre d'Abreuvoir;12.817
16160;Mandibule d'Abrakne Irascible;12.781
17158;Viande Noire;12.774
14950;Langue de Kraméléhon;12.684
11121;Œil de Boufmouth de guerre;12.64
11525;Péroné du Marôdeur;12.27
8066;Poils de Barbe du Warko Violet;12.259
16495;Planche à Pâtisserie;12.225
27438;Élastique de barbe de Sanglirok;12.2
27437;Fronde de Boufronde;12.2
27436;Mèche de Serpyn;12.2
27435;Bave de Marthos;12.2
27434;Armure de Blindur;12.2
18733;Flèche de Crâmbo;12.2
18732;Os de Nemroz;12.2
18731;Bave de Brokouillon;12.2
18730;Queue de Chevrotine;12.2
18729;Sang de Viandargh;12.2
11945;Queue de Meliglours;12.2
11942;Antenne de Gloursaya;12.2
11939;Incisive de Glourmand;12.2
11938;Cuir de Glouragan;12.2
11936;Poils de Boulglours;12.2
11527;Peau d'Ouilleur;12.139
15727;Pixel de Fraktale;12.016
11221;Laine du Royalmouth;12.016
8405;Poil de Skeunk;12.016
1538;Métaria Mage jaune;12.011
14952;Pierre de Serpiplume;12.003
16914;Sève d'Érable;12.0
16382;Orchidée de Génie;12.0
2026;Lin Tempête;12.0
1849;Brochet Tupe-Halett;12.0
16158;Arakne Irascible Écrasée;11.983
12447;Fumée Vénérable;11.971
12443;Flaque Vénérable;11.971
12439;Cendres Vénérables;11.971
12435;Poudre Vénérable;11.971
12431;Boue Vénérable;11.971
16156;Ambre d'Abraknyde Sombre Irascible;11.918
11118;Clavicule de Boufmouth;11.901
11521;Œil de Sapeur;11.879
11920;Oreille de Fleuro;11.75
14658;Essence du Blop Royal;11.714
8056;Fémur de Koalak Farouche;11.667
9387;Fleur de Blop Reinette Royal;11.648
9386;Fleur de Blop Indigo Royal;11.648
9385;Fleur de Blop Coco Royal;11.648
9384;Fleur de Blop Griotte Royal;11.648
6488;Racine du Chêne Mou;11.552
6458;Kobalite;11.1
8064;Boomerang du Koalak Sanguin;11.099
8571;Poil de Rat Brâkmarien;11.049
16913;Sève de Bombu;11.0
1807;Sardine Sombre;11.0
11934;Oreille d'Apériglours;10.967
11930;Omoplate de Blérom;10.967
11927;Molaire de Blérice;10.967
11926;Oreille de Croleur;10.967
11923;Griffe de Blérauve;10.967
11921;Queue de Wolvero;10.967
11519;Oreille de Gobosteur;10.967
8343;Clef de l'Épreuve de Draegnerys;10.961
11120;Cuir de Bouftonmouth;10.943
33394;Grand Philtre de Mangeoire;10.829
8485;Crinière de Rat Noir;10.678
31832;Antennes de Kabombz;10.658
15455;Venin d'Éperfide;10.613
15454;Pince de Lucrane;10.613
8810;Tourbe séchée de Tourbassingue;10.554
8001;Bandelette du Guerrier Koalak;10.554
34205;Baffeur en Bambou;10.513
16420;Potion de Glandage;10.35
9254;Clef de l'antre du Blop Multicolore;10.35
13333;Clef du Potager d'Halouine;10.341
2999;Peau de Minos;10.315
7291;Nectar de l'Orient;10.061
23311;Artefact Pandawushu Bois;10.059
33435;Potion d'Abreuvoir;10.041
8765;Bâton du Kilibriss;10.032
23825;Pichon d'encre;10.0
23824;Tulipe en papier;10.0
17995;Écume de mer;10.0
17994;Patelle;10.0
17993;Quisnoa;10.0
17992;Salikrone;10.0
17991;Bois d'Aquajou;10.0
16912;Sève de Chêne;10.0
16381;Menthe Religieuse;10.0
8674;Relique du Tynril;10.0
2021;Houblon Brillant;10.0
1796;Carpette des sables;10.0
1537;Métaria Mage verte;9.958
1536;Métaria Mage bleue;9.958
1535;Métaria Mage rouge;9.958
12073;Clef du Laboratoire de Brumen Tinctorias;9.889
8769;Coco du Bitouf des Plaines;9.779
8358;Croc de Dragoeuf Protecteur;9.777
33370;Petit Philtre de Dragofesse;9.692
17156;Viande Gâtée;9.676
15456;Dard de Morfrelon;9.676
15452;Patte de Scoliopode;9.676
2058;Cœur de Brandon;9.674
13746;Boulon de Cybwork;9.571
12449;Œil de Krokille;9.57
8736;Cœur de pierre poli;9.531
33369;Petit Philtre de Caresseur;9.525
8801;Étoffe de Ouassingue;9.436
7927;Clef des Pitons Rocheux des Craqueleurs;9.42
27372;Essence de Rakoopeur;9.375
14720;Essence du Kwakwa;9.375
14655;Essence du Corailleur Magistral;9.375
14654;Essence de la Shin Larve;9.375
12015;Bec du Kwakwa;9.328
8731;Corail Magistral;9.328
8386;Dent de Shin Larve;9.328
11332;Tuf de Mofette;9.289
8811;Faux menton du Bourbassingue;9.289
8741;Bec du Kido;9.289
15725;Barbe de Seith;9.284
15724;Pagne de Trantroa;9.284
15723;Peau de Vindeux;9.284
15722;Dent de Trezz;9.284
17614;Glande du Pounicheur;9.265
9279;Bave de Champ à Gnons;9.258
9278;Lamelle de Champbis;9.258
9277;Œil de Champmane;9.258
9269;Langue de Champodonte;9.258
9267;Trompe de la Tromperelle;9.258
2059;Corbac Mort;9.217
13744;Bandeau troué d'Air;9.154
13742;Bandeau troué d'Eau;9.154
13740;Bandeau troué de Terre;9.154
13738;Bandeau troué de Feu;9.154
6457;Kriptonite;9.15
13736;Furoncle de la Mama Bwork;9.052
8753;Crinière fleurie;9.052
13723;Œuf de Tofubine;9.03
2493;Cœur de Buveur;9.011
1670;Plume Pointue de Renarbo;9.011
1754;Poisson Igloo;9.0
33371;Petit Philtre de Foudroyeur;8.979
8570;Poil de Rat Bontarien;8.962
34208;Mangeoire en Bambou;8.872
13720;Braise de Tofutoflamme;8.856
8328;Corne de Mominotor;8.856
8327;Corne de Déminoboule;8.856
33368;Petit Philtre de Baffeur;8.853
8737;Boule polie;8.819
14951;Corne de Scaratos;8.809
13721;Croupion de Tofuzmo;8.809
16494;Planche de Toilette;8.775
33379;Philtre de Caresseur;8.76
9263;Écorce de Champaknyde;8.747
11893;Lamelle de Mérulette;8.647
11891;Écorce d'Abrazif;8.647
11890;Volve de Fongeur;8.647
11888;Volve de Fistulor;8.647
11885;Lamelle de Dramanite;8.647
465;Cristal;8.543
1461;Poison cinglant;8.363
14652;Essence de la Bworkette;8.333
8389;Poil de Bworkette;8.315
17780;Fleur de Korriandre;8.225
17154;Viande Maigre;8.19
12970;Paquet Cadeau du Minotoboule de Nowel;8.189
9389;Feuille de Blop Multicolore Royal;8.187
8367;Peau de Crocabulia;8.187
840;Poils du Minotoror;8.187
18563;Langue de Morsquale;8.167
17125;Bidoche Faisandée;8.123
14465;Clef du Terrier du Wa Wabbit;8.117
8324;Cuir de Capsaaloocke;8.056
14515;Corne de Rhinoféroce;8.043
8396;Mojo de Mergranlou;8.043
8351;Coquille de Dragoss Argile;8.043
8349;Coquille de Dragoss Ardoise;8.043
8348;Coquille de Dragoss Charbon;8.043
8346;Corne de Dragoss Calcaire;8.043
8345;Corne de Dragoss Protéiforme;8.043
2805;Testicules Magiques de Muloubard;8.043
2575;Scalp de Mulounoké;8.043
292;Testicules de Cocholou;8.043
9941;Nacre;8.037
14653;Essence des Forgerons;8.036
13717;Houpette de Vilain Petit Tofu;8.019
34206;Abreuvoir en Bambou;7.994
2581;Dents de Mulou;7.867
14513;Échasse de Molette;7.833
466;Saphir;7.83
8971;Clef de l'Arche d'Otomaï;7.767
31527;Cartilage de Quadrabz;7.737
31526;Crâne de Kamikabz;7.737
31525;Jus de Toubibz;7.737
31524;Viscères de Balebz;7.737
18566;Pic de Pikténia;7.737
18565;Peau de Trémorse;7.737
18564;Patte de Masticroc;7.737
18562;Dent de Cycloporth;7.737
15726;Touffe de cheveux de Soissanth;7.737
7411;Masque brisé;7.737
7410;Lanterne usée;7.737
7408;Kapokaza;7.737
7403;Œil de Madura;7.737
7381;Kaokurimono;7.737
14651;Essence du Chafer Rōnin;7.73
13167;Plume du Rasboul Majeur;7.721
33420;Petite Potion de Baffeur;7.708
2543;Substrat de Fascine;7.65
14511;Élastique de Gobvious;7.627
8086;Coiffe déchiquetée de Drakoalak;7.627
8807;Jus de Ouassingue;7.622
11798;Clef du Village Kanniboul;7.586
1532;Métaria Triame verte;7.507
1531;Métaria Triame bleue;7.507
651;Étoffe du Mulou;7.497
14509;Oreille de Bouledogre;7.426
1534;Métaria Triame jaune;7.411
1533;Métaria Triame rouge;7.411
33361;Minuscule Philtre d'Abreuvoir;7.339
8486;Crinière de Rat Blanc;7.326
33362;Minuscule Philtre de Mangeoire;7.301
21268;Dent du Kharnozor;7.292
15164;Broderie de Malléfisk;7.292
14518;Chaussette trouée de Dramak;7.292
14265;Écaille de Grasmera;7.292
13335;Rouflaquettes d'Halouine;7.292
13165;Duvet du Maître Corbac;7.256
33359;Minuscule Philtre de Dragofesse;7.219
11327;Cœur de Crapeur;7.188
16419;Potion des Ancêtres;7.05
7023;Pierre d'Aigue-Marine;7.0
16911;Sève de Noyer;7.0
16380;Trèfle Agare;7.0
2036;Avoine Aurifère;7.0
1762;Poisson-Tigre;7.0
1686;Teinture Magique de Rougeur;6.898
11949;Incisive de Kami Givrefoux;6.868
11880;Malléole de Yomi Givrefoux;6.868
11339;Laine de Yokaï Givrefoux;6.868
11338;Laine de Maho Givrefoux;6.868
11336;Oreille de Soryo Givrefoux;6.868
11331;Pierre de Mofette;6.765
8065;Poils de barbe de dragodinde;6.744
33357;Minuscule Philtre de Baffeur;6.737
10284;Viscères de Tanuki;6.719
16211;Bourgeon explosif de Damadrya;6.702
13343;Nœud de Marin;6.677
750;Kouartz;6.6
26804;Essence du Directeur Grunob;6.563
33413;Minuscule Potion de Foudroyeur;6.549
1018;Kole;6.546
7510;Deuxième partie de la clef du labyrinthe du Dragon Cochon;6.53
20918;Clef de la Fonderie des Waddicts;6.522
33411;Minuscule Potion de Caresseur;6.458
11329;Pierre de Fumrirolle;6.389
11323;Pierre d'Atomystique;6.389
10064;Teinture Magique Ténébreuse;6.353
14263;Écaille de Grozilla;6.25
10970;Sueur de dragodinde;6.212
16155;Toile d'Abrakne Sombre;6.208
9981;Farine Humée;6.184
16285;Essence de Kankreblath;6.176
14649;Essence de Batofu;6.176
16215;Glande d'Arak-haï;6.169
6740;Peau de Tivelo;6.13
6739;Peau de Roukouto;6.13
3209;Scalp de Bizarbwork;6.13
2566;Tranche Magique de Krambwork;6.13
2281;Tissu de Graboule;6.13
2271;Cuir Violet de Mégabwork;6.13
1676;Osier Enchanté;6.13
1671;Avoine Magique;6.13
17152;Viande Fraîche;6.085
33373;Petit Philtre de Mangeoire;6.038
8673;Relique du Rasboul Majeur;6.0
1759;Crabe Sourimi Exotique;6.0
16493;Planche à Repasser;6.0
11252;Patte de Rat Bougri;5.98
17619;Dent de Chakaroze;5.932
17618;Oreille de Chargus;5.932
17617;Collier de Chakichan;5.932
17616;Poil de Chacrebleu;5.932
17615;Queue de Chasquatch;5.932
7407;Croissant de Tsukinochi;5.932
7406;Épaulière de Kabushido;5.932
