id;libelle;xp
13733;Boulier Zoth;0.5
2622;Boulet de Canondorf;0.5
14282;Boules de Kanniboul;1.0
8737;Boule polie;8.0
15181;Boule en or de Piloztère;10.0
18367;Boule de Boulépique;1.0
2274;Bougie du Mineur Sombre;0.25
12431;Boue Vénérable;8.0
12429;Boue Novice;0.5
12430;Boue Mature;2.0
12428;Boue Juvénile;0.125
8077;Boomerang du Warko Marron;2.0
8076;Boomerang du Maître Koalak;13.0
8064;Boomerang du Koalak Sanguin;11.0
8075;Boomerang du Dok Alako;1.0
13705;Boomerang Abîmé de Diamantine;1.0
1614;Bombe de Graboule;0.5
2250;Bois de Tronknyde;0.058823529
17567;Biscuit de chance;3.0
366;Bec du Tofu;0.066666667
11222;Bec du Timansot;13.0
8741;Bec du Kido;9.0
13987;Bec de Strigide;92.0
13973;Bec de Mansordide;9.0
11256;Bec de Gélikan;3.0
13985;Bec de Granduk;92.0
13942;Bec de Dodox;92.0
8832;Bave du Kaskargo;1.0
13490;Bave de Ouassingue;0.333333333
13937;Bave de Nessil;9.0
17970;Bave de Mol Usk;3.0
9279;Bave de Champ à Gnons;28.0
18731;Bave de Brokouillon;8.0
8754;Barbe inexistante du Barbroussa;3.0
14862;Barbe du Cyclophandre;5.0
2621;Barbe du Chouque;2.0
15725;Barbe de Seith;6.0
14864;Barbe de Merkator;34.0
2286;Bandelettes;0.5
8326;Bandelette du Mominotor;1.0
8001;Bandelette du Guerrier Koalak;5.0
13995;Bandelette du Comte Harebourg;338.0
15461;Bandelette de Tromblion;2.0
13740;Bandeau troué de Terre;5.0
13738;Bandeau troué de Feu;5.0
13742;Bandeau troué d'Eau;5.0
13744;Bandeau troué d'Air;5.0
13496;Bandeau de Nakunbra;0.5
2321;Babines de Macien;0.333333333
1671;Avoine Magique;6.0
17967;Attrape-peur;720.0
13975;Astragale de Mécanofoux;9.0
11228;Arête géante du Shamansot;20.0
7225;Artefact Pandawushu Feu;0.0
7222;Artefact Pandawushu Eau;0.0
11330;Artefact de Fumrirolle;46.0
19970;Armure de Tanklume;9.0
16158;Arakne Irascible Écrasée;19.0
19409;Aquarakne de Crânonier;10.0
15167;Antenne de Trésantène;1.0
11942;Antenne de Gloursaya;4.0
15686;Antenne de Bacterrib;7.0
8916;Ambre du Tynril;76.0
6490;Ambre du Chêne Mou;76.0
16156;Ambre d'Abraknyde Sombre Irascible;18.0
464;Ambre d'Abraknyde;0.25
463;Ambre;0.033333333
13981;Alliage Ivre;375.0
8767;Aile du Bitouf des Plaines;0.5
15715;Aile de Vortex;51.0
13990;Aile de Sinistrofu;9.0
15453;Aile de Puceronde;6.0
13992;Aile de Nocturlabe;9.0
11224;Aile de Mansobèse;16.0
17989;Aile de Larve de Koutoulou;34.0
19070;Aile de Kérigoule;10.0
11941;Aile de Gloursaya;38.0
13488;Aile de Dragodinde Dorée;0.5
2588;Aile de Dragodinde;0.5
17965;Accélérateur de propulsion;720.0
