id;libelle;xp;source
7023;Pierre d'Aigue-Marine;7.0;Dofous
7023;Pierre d'Aigue-Marine;5.25;Dofus2
7024;Pierre de Topaze;2.004;Dofous
7024;Pierre de Topaze;1.570275;Dofus2
7025;Pierre d'Agathe;4.58;Dofous
7025;Pierre d'Agathe;3.4347;Dofus2
7026;Aigue-Marine;105.701;Dofous
7026;Aigue-Marine;79.27575;Dofus2
7027;Topaze;30.768;Dofous
7027;Topaze;24.080325;Dofus2
7028;Agathe;21.31;Dofous
7028;Agathe;15.98205;Dofus2
7030;Peau de Krambwork;1.012;Dofous
7030;Peau de Krambwork;0.759225;Dofus2
7032;Silicate;0.15;Dofous
7032;Silicate;0.112425;Dofus2
7033;Dolomite;0.25;Dofous
7033;Dolomite;0.1875;Dofus2
7035;Pyrute;14.475;Dofous
7035;Pyrute;10.856175;Dofus2
7036;Rutile;14.4;Dofous
7036;Rutile;10.799925;Dofus2
7059;Graine de Pandouille;0.17;Dofous
7059;Graine de Pandouille;0.1275;Dofus2
7222;Artefact Pandawushu Eau;0.0;DPLN_2025
7222;Artefact Pandawushu Eau;17.266;Dofous
7222;Artefact Pandawushu Eau;0.747075;Dofus2
7223;Artefact Pandawushu Vent;22.635;Dofous
7223;Artefact Pandawushu Vent;0.852375;Dofus2
7224;Artefact Pandawushu Roc;17.975;Dofous
7224;Artefact Pandawushu Roc;0.9096;Dofus2
7225;Artefact Pandawushu Feu;0.0;DPLN_2025
7225;Artefact Pandawushu Feu;22.635;Dofous
7225;Artefact Pandawushu Feu;0.455775;Dofus2
7259;Poterie cassée de Lolojiki;3.0;Dofous
7259;Poterie cassée de Lolojiki;2.25;Dofus2
7269;Pollen de Bulbiflore;1.853;Dofous
7269;Pollen de Bulbiflore;1.389675;Dofus2
7270;Langue de Grenufar;1.853;Dofous
7270;Langue de Grenufar;1.389675;Dofus2
7271;Épine de Bulbuisson;1.853;Dofous
7271;Épine de Bulbuisson;1.389675;Dofus2
7272;Pistil de Floristile;1.853;Dofous
7272;Pistil de Floristile;1.389675;Dofus2
7274;Katana de Kwamouraï;3.0;Dofous
7274;Katana de Kwamouraï;2.25;Dofus2
7275;Masque de Shinibaru;3.0;Dofous
7275;Masque de Shinibaru;2.25;Dofus2
7276;Baguette de Tétonuki;3.0;Dofous
7276;Baguette de Tétonuki;2.25;Dofus2
7277;Lunettes de Parashukouï;3.0;Dofous
7277;Lunettes de Parashukouï;2.25;Dofus2
7278;Poing rocheux d'Ishigro Pake;3.0;Dofous
7278;Poing rocheux d'Ishigro Pake;2.25;Dofus2
7290;Tige de Bambouto;1.853;Dofous
7290;Tige de Bambouto;1.389675;Dofus2
7291;Nectar de l'Orient;10.061;Dofous
7291;Nectar de l'Orient;8.3796;Dofus2
7292;Poils de Boumbardier;3.722;Dofous
7292;Poils de Boumbardier;2.79165;Dofus2
7293;Poils de Founamboul;3.722;Dofous
7293;Poils de Founamboul;2.79165;Dofus2
7294;Poils de Pétartifoux;3.722;Dofous
7294;Poils de Pétartifoux;2.79165;Dofus2
7298;Peau de Rouquette;3.722;Dofous
7298;Peau de Rouquette;2.79165;Dofus2
7299;Peau de Crachefoux;3.722;Dofous
7299;Peau de Crachefoux;2.79165;Dofus2
7300;Tête de lance de Fangshu;3.722;Dofous
7300;Tête de lance de Fangshu;2.79165;Dofus2
7301;Étoffe de Kurookin;3.722;Dofous
7301;Étoffe de Kurookin;2.79165;Dofus2
7304;Étoffe de Firefoux;22.635;Dofous
7304;Étoffe de Firefoux;16.976325;Dofus2
7305;Poils magiques de Tanuki;17.975;Dofous
7305;Poils magiques de Tanuki;13.4814;Dofus2
7306;Pelage aérodynamique;22.635;Dofous
7306;Pelage aérodynamique;16.976325;Dofus2
7308;Salopette Kwapa;3.0;Dofous
7308;Salopette Kwapa;2.25;Dofus2
7309;Clef du Dojo du vent;57.826;Dofous
7309;Clef du Dojo du vent;27.645225;Dofus2
7310;Clef de la Vallée de la Dame des eaux;47.114;Dofous
7310;Clef de la Vallée de la Dame des eaux;18.79875;Dofus2
7311;Clef de l'Atelier du Tanukouï San;42.614;Dofous
7311;Clef de l'Atelier du Tanukouï San;20.840175;Dofus2
7312;Clef de la Fabrique de foux d'artifice;57.826;Dofous
7312;Clef de la Fabrique de foux d'artifice;22.149975;Dofus2
7343;Bracelet de Ino-Naru;3.722;Dofous
7343;Bracelet de Ino-Naru;2.79165;Dofus2
7379;Fleur d'Onabu-Geisha;5.932;Dofous
7379;Fleur d'Onabu-Geisha;4.44885;Dofus2
7381;Kaokurimono;7.737;Dofous
7381;Kaokurimono;5.8026;Dofus2
7383;Yokayu;45.37;Dofous
7383;Yokayu;34.027725;Dofus2
7384;Étoffe de Samouraï fantôme;35.852;Dofous
7384;Étoffe de Samouraï fantôme;26.8887;Dofus2
7385;Braises bleutées;38.684;Dofous
7385;Braises bleutées;29.01315;Dofus2
7386;Testicules du Tanukouï San;60.0;DPLN_2025
7386;Testicules du Tanukouï San;60.0;DPLN_2026
7386;Testicules du Tanukouï San;15.0;Dofous
7386;Testicules du Tanukouï San;11.25;Dofus2
7393;Moustache du Shogun Tofugawa;29.659;Dofous
7393;Moustache du Shogun Tofugawa;22.24425;Dofus2
7403;Œil de Madura;7.737;Dofous
7404;Os de Jiangshi-Nobi;5.932;Dofous
7404;Os de Jiangshi-Nobi;4.44885;Dofus2
7405;Plastron de Tambouraï;5.932;Dofous
7405;Plastron de Tambouraï;4.44885;Dofus2
7406;Épaulière de Kabushido;5.932;Dofous
7406;Épaulière de Kabushido;4.44885;Dofus2
7407;Croissant de Tsukinochi;5.932;Dofous
7407;Croissant de Tsukinochi;4.44885;Dofus2
7408;Kapokaza;7.737;Dofous
7408;Kapokaza;5.8026;Dofus2
7410;Lanterne usée;7.737;Dofous
7410;Lanterne usée;5.8026;Dofus2
7411;Masque brisé;7.737;Dofous
7411;Masque brisé;5.8026;Dofus2
7433;Rune Cri;5.0;DPLN_2025
7433;Rune Cri;5.0;DPLN_2026
7433;Rune Cri;5.0;Dofous
7433;Rune Cri;7.5;Dofus2
7434;Rune So;5.0;DPLN_2025
7434;Rune So;5.0;DPLN_2026
7434;Rune So;5.0;Dofous
7434;Rune So;7.5;Dofus2
7435;Rune Do;1.0;DPLN_2026
7435;Rune Do;20.0;Dofous
7436;Rune Pui;0.333333333;DPLN_2025
7436;Rune Pui;0.333;DPLN_2026
7436;Rune Pui;0.2;Dofous
7436;Rune Pui;0.299925;Dofus2
7437;Rune Do Ren;1.0;DPLN_2025
7437;Rune Do Ren;1.0;DPLN_2026
7437;Rune Do Ren;1.25;Dofous
7437;Rune Do Ren;1.875;Dofus2
7438;Rune Po;130.0;DPLN_2025
7438;Rune Po;130.0;DPLN_2026
7438;Rune Po;130.05;Dofous
7438;Rune Po;195.0;Dofus2
7438;Rune Po;130.0;Tenma
7442;Rune Invo;45.0;DPLN_2025
7442;Rune Invo;45.0;DPLN_2026
7442;Rune Invo;45.0;Dofous
7442;Rune Invo;67.5;Dofus2
7442;Rune Invo;45.0;Tenma
7443;Rune Pod;0.090909091;DPLN_2025
7443;Rune Pod;0.091;DPLN_2026
7443;Rune Pod;0.1;Dofous
7443;Rune Pod;0.074925;Dofus2
7444;Rune Pa Pod;0.25;DPLN_2025
7444;Rune Pa Pod;0.25;DPLN_2026
7444;Rune Pa Pod;0.45;Dofous
7444;Rune Pa Pod;0.337425;Dofus2
7445;Rune Ra Pod;1.0;DPLN_2025
7445;Rune Ra Pod;1.0;DPLN_2026
7445;Rune Ra Pod;1.35;Dofous
7445;Rune Ra Pod;1.012425;Dofus2
7446;Rune Do Pi;1.25;Dofous
7446;Rune Do Pi;1.875;Dofus2
7447;Rune Per Pi;0.2;Dofous
7447;Rune Per Pi;0.299925;Dofus2
7448;Rune Ini;0.090909091;DPLN_2025
7448;Rune Ini;0.091;DPLN_2026
7448;Rune Ini;0.1;Dofous
7448;Rune Ini;0.074925;Dofus2
7449;Rune Pa Ini;0.25;DPLN_2025
7449;Rune Pa Ini;0.25;DPLN_2026
7449;Rune Pa Ini;0.45;Dofous
7449;Rune Pa Ini;0.337425;Dofus2
7450;Rune Ra Ini;1.0;DPLN_2025
7450;Rune Ra Ini;1.0;DPLN_2026
7450;Rune Ra Ini;1.35;Dofous
7450;Rune Ra Ini;1.012425;Dofus2
7451;Rune Prospe;0.5;DPLN_2025
7451;Rune Prospe;0.5;DPLN_2026
7451;Rune Prospe;0.45;Dofous
7451;Rune Prospe;0.675;Dofus2
7452;Rune Ré Feu;0.333333333;DPLN_2025
7452;Rune Ré Feu;0.333;DPLN_2026
7452;Rune Ré Feu;0.2;Dofous
7452;Rune Ré Feu;0.299925;Dofus2
7453;Rune Ré Air;0.333333333;DPLN_2025
7453;Rune Ré Air;0.333;DPLN_2026
7453;Rune Ré Air;0.2;Dofous
7453;Rune Ré Air;0.299925;Dofus2
7454;Rune Ré Eau;0.333333333;DPLN_2025
7454;Rune Ré Eau;0.333;DPLN_2026
7454;Rune Ré Eau;0.2;Dofous
7454;Rune Ré Eau;0.299925;Dofus2
7455;Rune Ré Terre;0.333333333;DPLN_2025
7455;Rune Ré Terre;0.333;DPLN_2026
7455;Rune Ré Terre;0.2;Dofous
7455;Rune Ré Terre;0.299925;Dofus2
7456;Rune Ré Neutre;0.333333333;DPLN_2025
7456;Rune Ré Neutre;0.333;DPLN_2026
7456;Rune Ré Neutre;0.2;Dofous
7456;Rune Ré Neutre;0.299925;Dofus2
7457;Rune Ré Per Feu;3.0;DPLN_2025
7457;Rune Ré Per Feu;3.0;DPLN_2026
7457;Rune Ré Per Feu;1.8;Dofous
7457;Rune Ré Per Feu;3.75;Dofus2
7458;Rune Ré Per Air;3.0;DPLN_2025
7458;Rune Ré Per Air;3.0;DPLN_2026
7458;Rune Ré Per Air;1.8;Dofous
7458;Rune Ré Per Air;3.75;Dofus2
7459;Rune Ré Per Terre;3.0;DPLN_2025
7459;Rune Ré Per Terre;3.0;DPLN_2026
7459;Rune Ré Per Terre;1.8;Dofous
7459;Rune Ré Per Terre;3.75;Dofus2
7460;Rune Ré Per Neutre;3.0;DPLN_2025
7460;Rune Ré Per Neutre;3.0;DPLN_2026
7460;Rune Ré Per Neutre;1.8;Dofous
7460;Rune Ré Per Neutre;3.75;Dofus2
7508;Rune de Signature;1.0;DPLN_2025
7508;Rune de Signature;1.0;DPLN_2026
7508;Rune de Signature;1.98;Dofous
7508;Rune de Signature;1.484925;Dofus2
7509;Première partie de la clef du labyrinthe du Dragon Cochon;2.235;Dofous
7509;Première partie de la clef du labyrinthe du Dragon Cochon;1.6764;Dofus2
7510;Deuxième partie de la clef du labyrinthe du Dragon Cochon;6.53;Dofous
7510;Deuxième partie de la clef du labyrinthe du Dragon Cochon;4.89735;Dofus2
7511;Clef du labyrinthe du Dragon Cochon;20.068;Dofous
7511;Clef du labyrinthe du Dragon Cochon;15.050925;Dofus2
7557;Clef du Domaine Ancestral;13.044;Dofous
7557;Clef du Domaine Ancestral;7.445025;Dofus2
7560;Rune Ré Per Eau;3.0;DPLN_2025
7560;Rune Ré Per Eau;3.0;DPLN_2026
7560;Rune Ré Per Eau;1.8;Dofous
7560;Rune Ré Per Eau;3.75;Dofus2
7652;Potion de Souvenir;1.65;Dofous
7652;Potion de Souvenir;1.237425;Dofus2
7904;Fleur de Kaliptus;0.02;DPLN_2025
7904;Fleur de Kaliptus;0.02;DPLN_2026
7904;Fleur de Kaliptus;2.765;Dofous
7904;Fleur de Kaliptus;0.150525;Dofus2
7905;Laine du Boufcoul;0.333333333;DPLN_2025
7905;Laine du Boufcoul;0.333;DPLN_2026
7905;Laine du Boufcoul;0.565;Dofous
7905;Laine du Boufcoul;0.506025;Dofus2
7906;Corne du Boufcoul;0.333333333;DPLN_2025
7906;Corne du Boufcoul;0.333;DPLN_2026
7906;Corne du Boufcoul;1.012;Dofous
7906;Corne du Boufcoul;1.01205;Dofus2
7908;Clef de la Caverne du Koulosse;16.039;Dofous
7908;Clef de la Caverne du Koulosse;8.408925;Dofus2
7918;Clef du Donjon des Tofus;3.366;Dofous
7918;Clef du Donjon des Tofus;2.0523;Dofus2
7924;Clef du Labyrinthe du Minotoror;27.782;Dofous
7924;Clef du Labyrinthe du Minotoror;18.915975;Dofus2
7925;Bois de Kaliptus;0.21;Dofous
7925;Bois de Kaliptus;0.157425;Dofus2
7926;Clef de la Bibliothèque du Maître Corbac;25.272;Dofous
7926;Clef de la Bibliothèque du Maître Corbac;9.42165;Dofus2
7927;Clef des Pitons Rocheux des Craqueleurs;9.414;Dofous
7927;Clef des Pitons Rocheux des Craqueleurs;5.2227;Dofus2
8001;Bandelette du Guerrier Koalak;5.0;DPLN_2025
8001;Bandelette du Guerrier Koalak;5.0;DPLN_2026
8001;Bandelette du Guerrier Koalak;10.554;Dofous
8001;Bandelette du Guerrier Koalak;7.915425;Dofus2
8002;Étoffe de Dok Alako;0.2;DPLN_2025
8002;Étoffe de Dok Alako;0.2;DPLN_2026
8002;Étoffe de Dok Alako;0.711;Dofous
8002;Étoffe de Dok Alako;0.53355;Dofus2
8050;Peau de Koalak Immature;2.0;DPLN_2025
8050;Peau de Koalak Immature;2.0;DPLN_2026
8050;Peau de Koalak Immature;0.534;Dofous
8050;Peau de Koalak Immature;2.354475;Dofus2
8052;Peau de Maître Koalak;1.0;DPLN_2025
8052;Peau de Maître Koalak;1.0;DPLN_2026
8052;Peau de Maître Koalak;2.177;Dofous
8052;Peau de Maître Koalak;1.632525;Dofus2
8053;Peau de Chevaucheur Koalak;11.0;DPLN_2025
8053;Peau de Chevaucheur Koalak;11.0;DPLN_2026
8053;Peau de Chevaucheur Koalak;1.901;Dofous
8053;Peau de Chevaucheur Koalak;8.323875;Dofus2
8054;Peau de Drakoalak;1.0;DPLN_2025
8054;Peau de Drakoalak;1.0;DPLN_2026
8054;Peau de Drakoalak;1.262;Dofous
8054;Peau de Drakoalak;0.9462;Dofus2
8055;Os de Mama Koalak;8.0;DPLN_2025
8055;Os de Mama Koalak;8.0;DPLN_2026
8055;Os de Mama Koalak;1.297;Dofous
8055;Os de Mama Koalak;5.72055;Dofus2
8056;Fémur de Koalak Farouche;12.0;DPLN_2025
8056;Fémur de Koalak Farouche;12.0;DPLN_2026
8056;Fémur de Koalak Farouche;11.667;Dofous
8056;Fémur de Koalak Farouche;8.74995;Dofus2
8057;Tibia de Koalak Fossoyeur;1.0;DPLN_2025
8057;Tibia de Koalak Fossoyeur;1.0;DPLN_2026
8057;Tibia de Koalak Fossoyeur;1.778;Dofous
8057;Tibia de Koalak Fossoyeur;1.333575;Dofus2
8058;Cubitus de Momie Koalak;1.0;DPLN_2025
8058;Cubitus de Momie Koalak;1.0;DPLN_2026
8058;Cubitus de Momie Koalak;2.038;Dofous
8058;Cubitus de Momie Koalak;1.528575;Dofus2
8059;Poils de Koalak Griotte;1.0;DPLN_2025
8059;Poils de Koalak Griotte;1.0;DPLN_2026
8059;Poils de Koalak Griotte;0.969;Dofous
8059;Poils de Koalak Griotte;4.3458;Dofus2
8060;Poils de Koalak Coco;1.0;DPLN_2025
8060;Poils de Koalak Coco;1.0;DPLN_2026
8060;Poils de Koalak Coco;0.969;Dofous
8060;Poils de Koalak Coco;4.3458;Dofus2
8061;Poils de Koalak Reinette;1.0;DPLN_2025
8061;Poils de Koalak Reinette;1.0;DPLN_2026
8061;Poils de Koalak Reinette;0.969;Dofous
8061;Poils de Koalak Reinette;4.3458;Dofus2
8062;Poils de Koalak Indigo;1.0;DPLN_2025
8062;Poils de Koalak Indigo;1.0;DPLN_2026
8062;Poils de Koalak Indigo;0.969;Dofous
8062;Poils de Koalak Indigo;4.3458;Dofus2
8064;Boomerang du Koalak Sanguin;11.0;DPLN_2025
8064;Boomerang du Koalak Sanguin;11.0;DPLN_2026
8064;Boomerang du Koalak Sanguin;11.099;Dofous
8064;Boomerang du Koalak Sanguin;8.323875;Dofus2
8065;Poils de Barbe de Dragodinde;3.0;DPLN_2025
8065;Poils de barbe de dragodinde;3.0;DPLN_2026
8065;Poils de barbe de dragodinde;3.354;Dofous
8065;Poils de Barbe de Dragodinde;2.515125;Dofus2
8066;Poils de Barbe du Warko Violet;13.0;DPLN_2025
8066;Poils de Barbe du Warko Violet;13.0;DPLN_2026
8066;Poils de Barbe du Warko Violet;12.259;Dofous
8066;Poils de Barbe du Warko Violet;9.194475;Dofus2
8073;Clef du Repaire de Skeunk;30.945;Dofous
8073;Clef du Repaire de Skeunk;15.651525;Dofus2
8075;Boomerang du Dok Alako;1.0;DPLN_2025
8075;Boomerang du Dok Alako;1.0;DPLN_2026
8075;Boomerang du Dok Alako;4.318;Dofous
8075;Boomerang du Dok Alako;3.238425;Dofus2
8076;Boomerang du Maître Koalak;13.0;DPLN_2025
8076;Boomerang du Maître Koalak;13.0;DPLN_2026
8076;Boomerang du Maître Koalak;12.878;Dofous
8076;Boomerang du Maître Koalak;9.65835;Dofus2
8077;Boomerang du Warko Marron;2.0;DPLN_2025
8077;Boomerang du Warko Marron;2.0;DPLN_2026
8077;Boomerang du Warko Marron;0.823;Dofous
8077;Boomerang du Warko Marron;3.65235;Dofus2
8082;Étoffe du Fauchalak;13.0;DPLN_2025
8082;Étoffe du Fauchalak;13.0;DPLN_2026
8082;Étoffe du Fauchalak;12.878;Dofous
8082;Étoffe du Fauchalak;9.65835;Dofus2
8083;Os de Pékeualak;1.0;DPLN_2025
8083;Os de Pékeualak;1.0;DPLN_2026
8083;Os de Pékeualak;0.969;Dofous
8083;Os de Pékeualak;0.726525;Dofus2
8084;Peau de Piralak;1.0;DPLN_2025
8084;Peau de Piralak;1.0;DPLN_2026
8084;Peau de Piralak;0.969;Dofous
8084;Peau de Piralak;4.3458;Dofus2
8085;Poils de Koalak Forestier;1.0;DPLN_2025
8085;Poils de Koalak Forestier;1.0;DPLN_2026
8085;Poils de Koalak Forestier;0.969;Dofous
8085;Poils de Koalak Forestier;0.726525;Dofus2
8086;Coiffe déchiquetée de Drakoalak;8.0;DPLN_2025
8086;Coiffe déchiquetée de Drakoalak;8.0;DPLN_2026
8086;Coiffe déchiquetée de Drakoalak;7.627;Dofous
8086;Coiffe déchiquetée de Drakoalak;5.72055;Dofus2
8102;Pierre du Craqueleur Légendaire;2.621;Dofous
8102;Pierre du Craqueleur Légendaire;1.965975;Dofus2
8135;Clef du Donjon des Bworks;4.312;Dofous
8135;Clef du Donjon des Bworks;2.528475;Dofus2
8137;Viscères du Scarabosse Doré;5.694;Dofous
8137;Viscères du Scarabosse Doré;4.270575;Dofus2
8139;Clef du Donjon des Scarafeuilles;3.817;Dofous
8139;Clef du Donjon des Scarafeuilles;2.221275;Dofus2
8141;Ailes du Scarafeuille Noir;0.221;Dofous
8141;Ailes du Scarafeuille Noir;0.16605;Dofus2
8142;Clef Secrète du Tofulailler Royal;19.245;Dofous
8142;Clef Secrète du Tofulailler Royal;14.14455;Dofus2
8143;Clef des Champs;1.406;Dofous
8143;Clef des Champs;1.2228;Dofus2
8156;Clef de la Tanière du Meulou;21.131;Dofous
8156;Clef de la Tanière du Meulou;9.190575;Dofus2
8157;Pétale Magique du Tournesol Affamé;0.692;Dofous
8157;Pétale Magique du Tournesol Affamé;1.7541;Dofus2
8158;Plume Graisseuse du Tofu Ventripotent;0.239;Dofous
8158;Plume Graisseuse du Tofu Ventripotent;0.1791;Dofus2
8161;Ailes du Scarabosse Doré;0.946;Dofous
8161;Ailes du Scarabosse Doré;0.709425;Dofus2
8249;Plume de Buveur;1.47;Dofous
8249;Plume de Buveur;0.379575;Dofus2
8250;Poil de Renarbo;1.497;Dofous
8250;Poil de Renarbo;1.0866;Dofus2
8252;Plume de Corbac Apprivoisé;1.47;Dofous
8252;Plume de Corbac Apprivoisé;1.0671;Dofus2
8307;Clef de la salle du Minotot;59.35;Dofous
8307;Clef de la salle du Minotot;12.78225;Dofus2
8308;Carapace de Scaratos;1.0;DPLN_2025
8308;Carapace de Scaratos;1.0;DPLN_2026
8308;Carapace de Scaratos;1.467;Dofous
8308;Carapace de Scaratos;1.100175;Dofus2
8309;Plume du Serpiplume;0.333333333;DPLN_2025
8309;Plume du Serpiplume;0.333;DPLN_2026
8309;Plume du Serpiplume;1.984;Dofous
8309;Plume du Serpiplume;1.4883;Dofus2
8310;Gelée de Dégelée;0.091;DPLN_2026
8311;Poil de Gamino;0.5;DPLN_2025
8311;Poil de Gamino;0.5;DPLN_2026
8311;Poil de Gamino;1.764;Dofous
8311;Poil de Gamino;1.322925;Dofus2
8312;Peau de Minoskito;0.333333333;DPLN_2025
8312;Peau de Minoskito;0.333;DPLN_2026
8312;Peau de Minoskito;1.664;Dofous
8312;Peau de Minoskito;1.248075;Dofus2
8314;Peau de Kraméléhon;0.5;DPLN_2025
8314;Peau de Kraméléhon;0.5;DPLN_2026
8314;Peau de Kraméléhon;1.054;Dofous
8314;Peau de Kraméléhon;0.790725;Dofus2
8315;Peau de Mandrine;0.333333333;DPLN_2025
8315;Peau de Mandrine;0.333;DPLN_2026
8315;Peau de Mandrine;1.664;Dofous
8315;Peau de Mandrine;1.248075;Dofus2
8320;Clef de l'antre du Dragon Cochon;27.41;Dofous
8320;Clef de l'antre du Dragon Cochon;24.286125;Dofus2
8321;Poil de Capsaaloocke;1.34;Dofous
8321;Poil de Capsaaloocke;1.0053;Dofus2
8322;Poil de Troolléolé;2.251;Dofous
8322;Poil de Troolléolé;1.688175;Dofus2
8323;Cuir de Déminoboule;0.5;DPLN_2025
8323;Cuir de Déminoboule;0.5;DPLN_2026
8323;Cuir de Déminoboule;1.483;Dofous
8323;Cuir de Déminoboule;1.11225;Dofus2
8324;Cuir de Capsaaloocke;8.056;Dofous
8324;Cuir de Capsaaloocke;6.04215;Dofus2
8326;Bandelette du Mominotor;1.0;DPLN_2025
8326;Bandelette du Mominotor;1.0;DPLN_2026
8326;Bandelette du Mominotor;1.483;Dofous
8326;Bandelette du Mominotor;1.11225;Dofus2
8327;Corne de Déminoboule;8.0;DPLN_2025
8327;Corne de Déminoboule;8.0;DPLN_2026
8327;Corne de Déminoboule;8.856;Dofous
8327;Corne de Déminoboule;6.6417;Dofus2
8328;Corne de Mominotor;12.0;DPLN_2025
8328;Corne de Mominotor;12.0;DPLN_2026
8328;Corne de Mominotor;8.856;Dofous
8328;Corne de Mominotor;6.6417;Dofus2
8329;Clef de la mine de Sakaï;183.117;Dofous
8329;Clef de la mine de Sakaï;61.958775;Dofus2
8342;Clef de l'Antre de Crocabulia;30.664;Dofous
8342;Clef de l'Antre de Crocabulia;11.1126;Dofus2
8343;Clef de l'Épreuve de Draegnerys;10.839;Dofous
8343;Clef de l'Épreuve de Draegnerys;5.188575;Dofus2
8344;Akaslip d'Akakwa;3.0;Dofous
8344;Akaslip d'Akakwa;2.25;Dofus2
8345;Corne de Dragoss Protéiforme;8.043;Dofous
8345;Corne de Dragoss Protéiforme;6.03225;Dofus2
8346;Corne de Dragoss Calcaire;8.043;Dofous
8346;Corne de Dragoss Calcaire;6.03225;Dofus2
8347;Lame brisée de Lichangoro;3.722;Dofous
8347;Lame brisée de Lichangoro;2.79165;Dofus2
8348;Coquille de Dragoss Charbon;8.043;Dofous
8348;Coquille de Dragoss Charbon;6.03225;Dofus2
8349;Coquille de Dragoss Ardoise;8.043;Dofous
8349;Coquille de Dragoss Ardoise;6.03225;Dofus2
8350;Coquille de Dragoss Protéiforme;1.349;Dofous
8350;Coquille de Dragoss Protéiforme;1.01205;Dofus2
8351;Coquille de Dragoss Argile;8.043;Dofous
8351;Coquille de Dragoss Argile;6.03225;Dofus2
8352;Écaille de Dragoss Charbon;1.349;Dofous
8352;Écaille de Dragoss Charbon;1.01205;Dofus2
8353;Écaille de Dragoss Ardoise;1.349;Dofous
8353;Écaille de Dragoss Ardoise;1.01205;Dofus2
8354;Écaille de Dragoss Calcaire;1.349;Dofous
8354;Écaille de Dragoss Calcaire;1.01205;Dofus2
8355;Écaille de Dragoss Argile;1.349;Dofous
8355;Écaille de Dragoss Argile;1.01205;Dofus2
8356;Peau de Dragueuse;1.832;Dofous
8356;Peau de Dragueuse;1.373925;Dofus2
8357;Corne de Gliglibido;26.476;Dofous
8357;Corne de Gliglibido;19.856775;Dofus2
8358;Croc de Dragoeuf Protecteur;10.605;Dofous
8358;Croc de Dragoeuf Protecteur;7.953675;Dofus2
8359;Aile de Draguaindrop;10.913;Dofous
8359;Aile de Draguaindrop;8.18475;Dofus2
8360;Peau de Draguaindrop;1.832;Dofous
8360;Peau de Draguaindrop;1.373925;Dofus2
8361;Corne de Dragacé;1.832;Dofous
8361;Corne de Dragacé;1.373925;Dofus2
8362;Peau de Dragnarok;1.832;Dofous
8362;Peau de Dragnarok;1.373925;Dofus2
8363;Corne de Dragmatique;1.637;Dofous
8363;Corne de Dragmatique;1.227975;Dofus2
8364;Lanière en cuir de Gliglitch;27.0;Dofous
8364;Lanière en cuir de Gliglitch;20.249925;Dofus2
8365;Corne brisée de Crocabulia;48.884;Dofous
8365;Corne brisée de Crocabulia;36.663375;Dofus2
8367;Peau de Crocabulia;8.187;Dofous
8367;Peau de Crocabulia;6.1401;Dofus2
8381;Queue Magique de Founoroshi;18.611;Dofous
8381;Queue Magique de Founoroshi;13.958325;Dofus2
8383;Peau de Moon;2.0;DPLN_2025
8383;Peau de Moon;2.0;DPLN_2026
8383;Peau de Moon;5.469;Dofous
8383;Peau de Moon;4.101525;Dofus2
8384;Étoffe Magique de Moon;29.0;DPLN_2025
8384;Étoffe Magique de Moon;29.0;DPLN_2026
8384;Étoffe Magique de Moon;32.731;Dofous
8384;Étoffe Magique de Moon;24.54795;Dofus2
8385;Peau de Shin Larve;1.563;Dofous
8385;Peau de Shin Larve;1.171875;Dofus2
8386;Dent de Shin Larve;9.328;Dofous
8386;Dent de Shin Larve;6.996225;Dofus2
8387;Plume Vibrante du Tofu Royal;48.884;Dofous
8387;Plume Vibrante du Tofu Royal;36.663375;Dofus2
8388;Peau de Bworkette;0.5;DPLN_2025
8388;Peau de Bworkette;0.5;DPLN_2026
8388;Peau de Bworkette;1.389;Dofous
8388;Peau de Bworkette;1.0416;Dofus2
8389;Poil de Bworkette;6.0;DPLN_2025
8389;Poil de Bworkette;6.0;DPLN_2026
8389;Poil de Bworkette;8.315;Dofous
8389;Poil de Bworkette;6.2361;Dofus2
8390;Peau de Cochon de Farle;1.55;DPLN_2025
8390;Peau de Cochon de Farle;1.55;DPLN_2026
8390;Peau de Cochon de Farle;1.708;Dofous
8390;Peau de Cochon de Farle;4.722525;Dofus2
8391;Peau de Don Dorgan;0.93;DPLN_2025
8391;Peau de Don Dorgan;2.333;Dofous
8391;Peau de Don Dorgan;4.959;Dofus2
8392;Peau de Don Duss Ang;0.82;DPLN_2025
8392;Peau de Don Duss Ang;2.154;Dofous
8392;Peau de Don Duss Ang;4.644825;Dofus2
8393;Poil de Dragon Cochon;29.0;DPLN_2025
8393;Poil de Dragon Cochon;29.0;DPLN_2026
8393;Poil de Dragon Cochon;43.75;Dofous
8393;Poil de Dragon Cochon;24.54795;Dofus2
8394;Méga Pierre du Craqueleur Légendaire;12.0;DPLN_2025
8394;Méga Pierre du Craqueleur Légendaire;12.0;DPLN_2026
8394;Méga Pierre du Craqueleur Légendaire;15.661;Dofous
8394;Méga Pierre du Craqueleur Légendaire;11.7459;Dofus2
8396;Mojo de Mergranlou;8.0;DPLN_2025
8396;Mojo de Mergranlou;8.0;DPLN_2026
8396;Mojo de Mergranlou;8.043;Dofous
8396;Mojo de Mergranlou;6.03225;Dofus2
8397;Poil du Wa Wabbit;2.228;Dofous
8397;Poil du Wa Wabbit;1.67115;Dofus2
8398;Étoffe du Wa Wabbit;13.416;Dofous
8398;Étoffe du Wa Wabbit;10.06215;Dofus2
8400;Piques à cheveux de Shihan;18.611;Dofous
